Hostname,Catalog Num,Description,Serial Number,Qty,Internal designation,Building,Street,Town or area,County or postcode,Country,GPS coordinates,Pricing 1 Year (Mar 2011 - Feb 2012),Comments and Actions Tomas West,Eqpt Type,Removal Total Price,Additions Total Price,Pricing 3 Year (Mar 2013 - Feb 2014)
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,OPL10020048,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09509081,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09509009,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09169020,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO8489005,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,OPL09490004,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,OPL09470010,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09509072,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09509022,1,WIT Main Campus ,,Cork Road ,Waterford ,Co. Waterford ,Ireland ,"52.2411, -7.15823",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFP11529007,1,WIT Main Campus ,,Cork Road ,Waterford ,Co. Waterford ,Ireland ,"52.2411, -7.15823",€929.79,,,,,€929.79
,CWDM-OADM1-1470=,Single-wavelength (1470) dual-channel OADM with monitor ports and LC connectors ,OFO08458004,1,Mater Dei (DCU) ,,Clonliffe Road ,Dublin 3 ,Co. Dublin ,Ireland ,"53.3634, -6.25553",€167.26,,,,,€167.26
,CWDM-OADM1-1470=,Single-wavelength (1470) dual-channel OADM with monitor ports and LC connectors ,AFO08418005,1,National Digital Research Centre ,Digital Exchange ,Crane Street ,The Digital Hub ,Dublin 8 ,Ireland ,"53.341, -6.28468",€167.26,,,,,€167.26
,CWDM-OADM1-1470=,Single-wavelength (1470) dual-channel OADM with monitor ports and LC connectors ,OPL10360019,1,Cluain Mhuire (GMIT) ,,Monivea Road ,Galway ,Co. Galway ,Ireland ,"53.2874, -9.01945",€167.26,,,,,€167.26
,CWDM-OADM1-1470=,Single-wavelength (1470) dual-channel OADM with monitor ports and LC connectors ,AFO08418006,1,Limerick Institute of Technology ,,Moylish Park ,Limerick ,Co. Limerick ,Ireland ,"52.6738, -8.64812",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,AFO08418104,1,Hydraulics and Marine Research Centre ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8775, -8.48574",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,AFO09153101,1,DIT Bolton St ,,Bolton Street ,Dublin 1 ,Co. Dublin ,Ireland ,"53.3513, -6.26919",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,AFP11438105,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,OPLO9460055,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,AFO08378103,1,Royal Victoria Eye and Ear Hospital ,,Adelaide Road ,Dublin 2 ,Co. Dublin ,Ireland ,"53.333, -6.25939",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,AFO08328102,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,AFO08378105,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,AFO08458103,1,UL Outreach Centre ,Limerick Enterprise Development Park ,Roxboro ,Limerick ,Co. Limerick ,Ireland ,"52.6477, -8.61605",€167.26,,,,,€167.26
,CWDM-OADM1-1490=,Single-wavelength (1490) dual-channel OADM with monitor ports and LC connectors ,AFP11438105,1,WIT Carriganore ,,Carriganore ,Waterford ,Co. Waterford ,Ireland ,"52.2497, -7.17716",€167.26,Add to new contract 2013 to 2014,,,,€167.26
,CWDM-OADM1-1510=,Single-wavelength (1510) dual-channel OADM with monitor ports and LC connectors ,AFO08498202,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,,,,,€167.26
,CWDM-OADM1-1510=,Single-wavelength (1510) dual-channel OADM with monitor ports and LC connectors ,AFO08498202,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,,,,,€167.26
,CWDM-OADM1-1510=,Single-wavelength (1510) dual-channel OADM with monitor ports and LC connectors ,OPL09360010,1,Tallaght Hospital ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2925, -6.38128",€167.26,,,,,€167.26
,CWDM-OADM1-1510=,Single-wavelength (1510) dual-channel OADM with monitor ports and LC connectors ,OPL9360011,1,The Mater ,,Eccles Street ,Dublin 7 ,Co. Dublin ,Ireland ,"53.3593, -6.26736",€167.26,,,,,€167.26
,CWDM-OADM1-1510=,Single-wavelength (1510) dual-channel OADM with monitor ports and LC connectors ,OPL09360012,1,Central Applications Office ,Tower House ,Eglington Street ,Galway ,Co. Galway ,Ireland ,"53.2738, -9.05178",€167.26,,,,,€167.26
,CWDM-OADM1-1530=,Single-wavelength (1530) dual-channel OADM with monitor ports and LC connectors ,AFO09418303,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,,,,,€167.26
,CWDM-OADM1-1530=,Single-wavelength (1530) dual-channel OADM with monitor ports and LC connectors ,AFO09153308,1,Georges Quay ,School of Art and Design ,George's Quay ,Limerick ,Co. Limerick ,Ireland ,"52.667, -8.62215",€167.26,,,,,€167.26
,CWDM-OADM1-1530=,Single-wavelength (1530) dual-channel OADM with monitor ports and LC connectors ,AFO09153303,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€167.26,,,,,€167.26
,CWDM-OADM1-1530=,Single-wavelength (1530) dual-channel OADM with monitor ports and LC connectors ,AFO09153301,1,Clinical Sciences NUIG ,Clinical Sciences Building ,"NUIG, University Road ",Galway ,Co. Galway ,Ireland ,"53.2754, -9.06612",€167.26,,,,,€167.26
,CWDM-OADM1-1530=,Single-wavelength (1530) dual-channel OADM with monitor ports and LC connectors ,AFP12348310,1,UCD Newman House,Newman House,85-86 St. Stephens Green,Dublin 2,Co. Dublin,Ireland ,"53.336841,-6.260488",€167.26,Add to new contract 2013 to 2014,,,,€167.26
,CWDM-OADM1-1550=,Single-wavelength (1550) dual-channel OADM with monitor ports and LC connectors ,AFO08498401,1,CIT Campus ,,Bishopstown ,Cork ,Co. Cork ,Ireland ,"51.8853, -8.5341",€167.26,,,,,€167.26
,CWDM-OADM1-1550=,Single-wavelength (1550) dual-channel OADM with monitor ports and LC connectors ,OPL09450032,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,,,,,€167.26
,CWDM-OADM1-1550=,Single-wavelength (1550) dual-channel OADM with monitor ports and LC connectors ,AFO08478401,1,St Vincent's University Hospital ,,Elm Park ,Dublin 4 ,Co. Dublin ,Ireland ,"53.3167, -6.21292",€167.26,,,,,€167.26
,CWDM-OADM1-1570=,Single-wavelength (1570) dual-channel OADM with monitor ports and LC connectors ,AFP12078901,1,Crawford College ,,Sharman Crawford Street ,Cork ,Co. Cork ,Ireland ,"51.8961, -8.48127",€167.26,,,,,€167.26
,CWDM-OADM1-1570=,Single-wavelength (1570) dual-channel OADM with monitor ports and LC connectors ,AFO09153509,1,DIT Aungier Street ,,Aungier Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3385, -6.26654",€167.26,,,,,€167.26
,CWDM-OADM1-1570=,Single-wavelength (1570) dual-channel OADM with monitor ports and LC connectors ,OPL09460028,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€167.26,,,,,€167.26
,CWDM-OADM1-1570=,Single-wavelength (1570) dual-channel OADM with monitor ports and LC connectors ,OPL11180005,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€167.26,,,,,€167.26
,CWDM-OADM1-1570=,Single-wavelength (1570) dual-channel OADM with monitor ports and LC connectors ,AFO09153509,1,Mary Immaculate College of Education ,,South Circular Road ,Limerick ,Co. Limerick ,Ireland ,"52.6597, -8.63883",€167.26,,,,,€167.26
,CWDM-OADM1-1570=,Single-wavelength (1570) dual-channel OADM with monitor ports and LC connectors ,AFP12078901,1,Cork IT Crawford College,,Sharman Crawford Street,Cork,Co. Cork,Ireland ,"51.894977,-8.481156",€167.26,Add to new contract 2013 to 2014,,,,€167.26
,CWDM-OADM1-1590=,Single-wavelength (1590) dual-channel OADM with monitor ports and LC connectors ,OPL11160002,1,Coláiste Stiofáin Naofa ,,21 Lavitt's Quay ,Cork ,Co. Cork ,Ireland ,"51.8773, -8.48117",€167.26,,,,,€167.26
,CWDM-OADM1-1590=,Single-wavelength (1590) dual-channel OADM with monitor ports and LC connectors ,OPL11160123,1,Open Learning Centre ,Ballard House ,Westside ,Galway ,Co. Galway ,Ireland ,"53.2772, -9.07698",€167.26,,,,,€167.26
,CWDM-OADM1-1610=,Single-wavelength (1590) dual-channel OADM with monitor ports and LC connectors ,AFO08428705,1,DIAS Merrion ,,5 Merrion Square ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3315, -6.24618",€167.26,,,,,€167.26
,CWDM-OADM1-1610=,Single-wavelength (1610) dual-channel OADM with monitor ports and LC connectors ,AFP12338704,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€167.26,Add to new contract 2013 to 2014,,,,€167.26
,ME3400G12CS-A,,FOC1541V0KP,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",,Add to contract,,,€48.76,€48.76
,ME3400G12CS-A,,FOC1541V0L2,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",,Add to contract,,,€48.76,€48.76
,ME3400G12CS-A,,FOC1541V0L6,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",,Add to contract,,,€48.76,€48.76
,ME3400G12CS-A,,FOC1541V0LM,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",,Add to contract,,,€48.76,€48.76
limerickvec-sw1.ardnet.net,ME3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1507V06K,1,City of Limerick VEC,Athenaeum Building,Upper Cecil Street,Limerick,Co. Limerick,Ireland ,"52.6612, -8.62681",,Add to Cisco Contract,,,€48.76,€48.76
stjames-sw1.ardnet.net,ME3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1505V0V6,1,St. James's Hospital,Trinity Centre for Health Sciences,James's Street,Dublin 8,Co. Dublin ,Ireland ,"53.3416, -6.29448",,Add to Cisco Contract,,,€48.76,€48.76
testlab-sw3.ardnet.net,ME3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1507V06L,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",,Add to Cisco Contract,,,€48.76,€48.76
airport-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1134U0HE,1,DIT Airport ,"Unit 9, Dublin Airport Business Park ",Turnapin Ln,Dublin 9 ,Co. Dublin ,Ireland ,",",€48.76,,,,,€48.76
allhallows-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0RF,1,All Hallows College ,Gracepark Road ,Drumcondra ,Dublin 9 ,Co. Dublin ,Ireland ,"53.3709, -6.2493",€48.76,,,,,€48.76
an-cheim-santry-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1337X06G,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€48.76,,,,,€48.76
an-cheim-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1208U17P,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€48.76,,,,,€48.76
asng-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U29Z,1,Mace Head Atmospheric Research Station ,,Mace Head ,Carna ,Co. Galway ,Ireland ,"53.325, -9.89894",€48.76,,,,,€48.76
aungier-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U1FF,1,DIT Aungier Street ,,Aungier Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3385, -6.26654",€48.76,,,,,€48.76
blackrock-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1208U18P,1,Blackrock Castle Observatory ,,Castle Road ,Blackrock ,Co. Cork ,Ireland ,"51.9, -8.40243",€48.76,,,,,€48.76
blanch-it-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U1CZ,1,Institute of Technology Blanchardstown ,,Blanchardstown Road North ,Blanchardstown ,Dublin 15 ,Ireland ,"53.4031, -6.38074",€48.76,,,,,€48.76
carraroe-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U25Y,1,Áras Mháirtin Uí Chaidhin ,Acadamh na hOllscolaíochta Gaeilge ,,An Cheatru Rua ,Co. Galway ,Ireland ,"53.2657, -9.59664",€48.76,,,,,€48.76
carron-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U48S,1,Carron Field Station ,,,Carron ,Co. Clare ,Ireland ,"53.0359, -9.07668",€48.76,,,,,€48.76
carysfort-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1134U0HW,1,UCD Carysfort ,,Carysfort Avenue ,Blackrock ,Co. Dublin ,Ireland ,"53.2958, -6.18284",€48.76,,,,,€48.76
castlebar-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U25W,1,Castlebar (GMIT) ,,Westport Road ,Castlebar ,Co. Mayo ,Ireland ,"53.8543, -9.3013",€48.76,,,,,€48.76
cit-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0RG,1,CIT Campus ,,Bishopstown ,Cork ,Co. Cork ,Ireland ,"51.8853, -8.5341",€48.76,,,,,€48.76
crawford-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0RA,1,Crawford College ,,Sharman Crawford Street ,Cork ,Co. Cork ,Ireland ,"51.8961, -8.48127",€48.76,,,,,€48.76
csa-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1134U0HS,1,Cork School of Architecture ,,Copley Street ,Cork ,Co. Cork ,Ireland ,"51.8951, -8.46666",€48.76,,,,,€48.76
csn-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1304U02P,1,Coláiste Stiofáin Naofa ,,21 Lavitt's Quay ,Cork ,Co. Cork ,Ireland ,"51.8773, -8.48117",€48.76,,,,,€48.76
deri-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U1FL,1,Digital Enterprise Research Institute ,IDA Business Park ,Lower Dangan ,Galway ,Co. Galway ,Ireland ,"53.2901, -9.07376",€48.76,,,,,€48.76
dias-bur-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U49D,1,DIAS Burlington ,,10 Burlington Road ,Dublin 4 ,Co. Dublin ,Ireland ,"53.3315, -6.24618",€48.76,,,,,€48.76
dias-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1134U0HP,1,DIAS Merrion ,,5 Merrion Square ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3315, -6.24618",€48.76,,,,,€48.76
dolier-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U47M,1,TCD D'Olier Street ,,D'Olier Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3465, -6.25788",€48.76,,,,,€48.76
epa-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1337X05N,1,Environmental Protection Agency ,,Johnstown Castle Estate ,Wexford ,Co. Wexford ,Ireland ,"52.3392, -6.46012",€48.76,,,,,€48.76
foster-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U45Z,1,TCD Foster Place ,,Foster Place ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3445, -6.26145",€48.76,,,,,€48.76
fumballysq-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1337X06F,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€48.76,,,,,€48.76
georgesquay-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1347X4D7,1,Georges Quay ,School of Art and Design ,George's Quay ,Limerick ,Co. Limerick ,Ireland ,"52.667, -8.62215",€48.76,,,,,€48.76
gti-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U47J,1,Georgia Tech Ireland ,Athlone Business and Technology Park ,Garrycastle ,Dublin Road ,Athlone ,Co. Westmeath ,"53.415, -7.90052",€48.76,,,,,€48.76
gweedore-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U277,1,Gweedore (NUIG) ,,,Gweedore ,Co. Donegal ,Ireland ,"55.0514, -8.23185",€48.76,,,,,€48.76
iadt-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1134U0K5,1,IADT Campus ,,Kill Avenue ,Dun Laoghaire ,Co. Dublin ,Ireland ,"53.2819, -6.15178",€48.76,,,,,€48.76
iadt-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U27N,1,IADT Campus ,,Kill Avenue ,Dun Laoghaire ,Co. Dublin ,Ireland ,"53.2819, -6.15178",€48.76,,,,,€48.76
ichechq-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1311U038,1,ICHEC HPC Hub ,Tower Building ,Trinity Enterprise Campus ,Grand Canal Quay ,Dublin 2 ,Ireland ,"53.3419, -6.23933",€48.76,,,,,€48.76
itc-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1134U0HU,1,Institute of Technology Carlow ,,Kilkenny Road ,Carlow ,Co. Carlow ,Ireland ,"52.8287, -6.93673",€48.76,,,,,€48.76
kilkenny-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U26V,1,NUIM Kilkenny Centre ,,College Road ,Kilkenny ,Co. Kilkenny ,Ireland ,"52.6541, -7.2467",€48.76,,,,,€48.76
killybegs-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U29J,1,Killybegs College (LYIT) ,Tourism College Killybegs ,Shore Road ,Killybegs ,Co. Donegal ,Ireland ,"54.6362, -8.44171",€48.76,,,,,€48.76
kp-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1208U18T,1,Kilcarbery Park | DEG ,"Data Electronics, Unit 7 ","Kilcarbery Business Park, New Nangor Road ",Clondalkin ,Dublin 22 ,Ireland ,"53.3177, -6.4397",€48.76,,,,,€48.76
kp-sw3.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0P8,1,Kilcarbery Park | DEG ,"Data Electronics, Unit 7 ","Kilcarbery Business Park, New Nangor Road ",Clondalkin ,Dublin 22 ,Ireland ,"53.3177, -6.4397",€48.76,,,,,€48.76
letterfrack-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U272,1,Letterfrack (GMIT) ,,,Letterfrack ,Co. Galway ,Ireland ,"53.5543, -9.95035",€48.76,,,,,€48.76
lit-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1337X06E,1,Limerick Institute of Technology ,,Moylish Park ,Limerick ,Co. Limerick ,Ireland ,"52.6738, -8.64812",€48.76,,,,,€48.76
lyit-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0PN,1,Letterkenny Institute of Technology ,,Port Road ,Letterkenny ,Co. Donegal ,Ireland ,"54.9501, -7.71838",€48.76,,,,,€48.76
lyons-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U26J,1,Lyons Estate Farm ,,Main Road ,Newcastle ,Co. Kildare ,Ireland ,"53.3006, -6.54854",€48.76,,,,,€48.76
martinryan-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U266,1,Martin Ryan Institute ,,,Carna ,Co. Galway ,Ireland ,"53.3259, -9.83791",€48.76,,,,,€48.76
mhars-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U26N,1,Mace Head Atmospheric Research Station ,,Mace Head ,Carna ,Co. Galway ,Ireland ,"53.325, -9.89894",€48.76,,,,,€48.76
mi-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U45T,1,Marine Institute ,Marine Institute Headquarters ,Rinville ,Oranmore ,Co. Galway ,Ireland ,"53.2477, -8.97815",€48.76,,,,,€48.76
mountjoy-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0PK,1,DIT Mountjoy Square ,,Mountjoy Square ,Dublin 1 ,Co. Dublin ,Ireland ,"53.3566, -6.25745",€48.76,,,,,€48.76
nci-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0R2,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€48.76,,,,,€48.76
ncri-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1152U075,1,National Cancer Registry Ireland ,"Cork Airport Business Park, Building 6800 ",Kinsale Road ,Cork ,Co. Cork ,Ireland ,"51.8535, -8.47632",€48.76,,,,,€48.76
ndrc-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1052X1U2,1,National Digital Research Centre ,Digital Exchange ,Crane Street ,The Digital Hub ,Dublin 8 ,Ireland ,"53.341, -6.28468",€48.76,,,,,€48.76
newhse-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1208U18Q,1,Royal Victoria Eye and Ear Hospital ,,Adelaide Road ,Dublin 2 ,Co. Dublin ,Ireland ,"53.333, -6.25939",€48.76,,,,,€48.76
nmci-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1208U199,1,National Maritime College of Ireland ,,Martello Park,Ringaskiddy ,Co. Cork ,Ireland ,"51.8325, -8.3059",€48.76,,,,,€48.76
olc-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U1BV,1,Open Learning Centre ,Ballard House ,Westside ,Galway ,Co. Galway ,Ireland ,"53.2772, -9.07698",€48.76,,,,,€48.76
olhsc-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U2A5,1,Our Lady's Hospital for Sick Children ,,Crumlin ,Dublin 12 ,Co. Dublin ,Ireland ,"53.326, -6.31892",€48.76,,,,,€48.76
qub-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0RE,1,Irish School of Ecumenics,Trinity College Dublin,683 Antrim Road,Belfast,BT15 4EG,Northern Ireland,,€48.76,,,,,€48.76
rcsi-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U26C,1,Royal College of Surgeons in Ireland ,,123 St Stephen's Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3389, -6.26158",€48.76,,,,,€48.76
rveeh-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1146U0P9,1,Royal Victoria Eye and Ear Hospital ,,Adelaide Road ,Dublin 2 ,Co. Dublin ,Ireland ,"53.333, -6.25939",€48.76,,,,,€48.76
